psu_hh_idcode,subjectivePoverty_rating,hhid,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
695_5_1,4,69505,1,1,69,0,0,1,1,2.0,0.0,2.0,13.0,2.0
695_6_1,4,69506,1,1,48,0,0,1,1,3.0,1.0,2.0,13.0,2.0
695_7_1,3,69507,2,1,32,2,0,1,1,3.0,0.0,2.0,2.0,2.0
695_8_1,4,69508,1,1,54,0,0,1,1,9.0,2.0,2.0,13.0,2.0
696_1_1,5,69601,1,1,69,0,0,1,1,2.0,0.0,2.0,2.0,2.0
696_3_1,3,69603,1,1,29,0,0,2,1,2.0,0.0,2.0,8.0,2.0
696_4_1,3,69604,1,1,30,0,0,1,1,3.0,0.0,2.0,4.0,2.0
696_6_1,6,69606,1,1,38,0,0,1,1,3.0,0.0,2.0,13.0,2.0
696_7_1,4,69607,1,1,34,0,0,1,1,3.0,1.0,2.0,4.0,2.0
696_12_1,6,69612,1,1,48,0,0,1,1,9.0,2.0,2.0,13.0,2.0
697_1_2,7,69701,2,2,48,0,0,1,1,2.0,2.0,2.0,13.0,2.0
697_2_1,2,69702,1,1,38,0,1,1,1,3.0,0.0,2.0,13.0,2.0
697_4_1,6,69704,1,1,56,0,0,1,1,2.0,2.0,2.0,13.0,2.0
697_5_2,6,69705,2,2,39,0,0,1,1,9.0,2.0,2.0,13.0,2.0
697_6_1,5,69706,1,1,34,0,0,1,1,3.0,2.0,2.0,13.0,2.0
697_7_1,6,69707,1,1,74,0,0,2,1,2.0,0.0,2.0,13.0,2.0
697_10_1,7,69710,1,1,48,0,0,1,1,3.0,2.0,2.0,13.0,2.0
698_2_2,7,69802,2,2,36,0,0,1,1,9.0,0.0,2.0,13.0,2.0
698_3_2,5,69803,2,2,24,0,0,1,1,3.0,0.0,2.0,13.0,2.0
698_5_2,6,69805,2,2,40,0,0,1,1,2.0,0.0,2.0,13.0,2.0
698_12_1,4,69812,1,1,36,0,0,1,1,3.0,0.0,2.0,13.0,2.0
699_1_1,6,69901,1,1,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
699_3_2,3,69903,1,4,35,0,1,1,1,2.0,0.0,2.0,13.0,2.0
699_6_1,5,69906,1,1,37,0,0,1,1,2.0,1.0,2.0,13.0,2.0
699_7_1,5,69907,1,1,43,0,0,1,1,3.0,0.0,2.0,13.0,2.0
699_10_1,5,69910,1,1,40,0,0,1,1,9.0,0.0,2.0,13.0,2.0
699_12_1,5,69912,1,1,41,0,0,1,1,3.0,0.0,2.0,13.0,2.0
700_2_3,6,70002,1,4,46,0,2,1,1,3.0,0.0,2.0,4.0,2.0
700_6_2,6,70006,2,4,23,0,1,1,1,9.0,0.0,2.0,10.0,2.0
700_7_1,5,70007,2,1,68,0,0,1,1,2.0,0.0,2.0,14.0,2.0
700_8_2,5,70008,2,2,62,0,0,1,1,3.0,0.0,2.0,14.0,2.0
700_10_3,7,70010,1,4,48,0,2,1,1,9.0,0.0,2.0,4.0,2.0
700_12_1,5,70012,2,1,53,0,0,1,1,9.0,0.0,2.0,4.0,2.0
701_1_2,6,70101,2,2,25,0,0,1,1,3.0,0.0,2.0,2.0,2.0
701_3_1,6,70103,1,1,52,0,0,1,1,3.0,0.0,2.0,4.0,2.0
701_4_2,5,70104,2,2,69,0,0,1,1,3.0,0.0,2.0,14.0,2.0
701_5_2,5,70105,2,2,70,0,0,2,1,1.0,0.0,2.0,12.0,2.0
701_6_1,6,70106,1,1,25,0,0,1,1,3.0,0.0,2.0,4.0,2.0
701_7_1,4,70107,1,1,42,0,0,1,1,2.0,0.0,2.0,4.0,2.0
701_11_2,6,70111,2,2,49,0,0,1,1,2.0,0.0,2.0,4.0,2.0
702_2_1,7,70202,1,1,59,0,0,1,1,9.0,0.0,2.0,13.0,2.0
702_3_1,5,70203,1,1,36,0,0,1,1,9.0,0.0,1.0,,
702_4_1,5,70204,2,1,74,0,0,1,1,3.0,0.0,2.0,13.0,2.0
702_5_1,5,70205,1,1,63,0,0,1,1,3.0,0.0,2.0,13.0,2.0
702_10_2,7,70210,2,2,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
702_11_3,6,70211,2,4,20,0,2,1,1,3.0,0.0,1.0,,
702_12_2,4,70212,2,2,66,0,0,1,1,3.0,0.0,2.0,13.0,2.0
703_4_2,2,70304,2,2,35,0,0,1,1,3.0,1.0,2.0,13.0,2.0
703_6_2,4,70306,2,2,44,0,0,1,1,3.0,0.0,2.0,2.0,2.0
703_7_2,4,70307,2,2,30,0,0,1,1,3.0,0.0,2.0,4.0,2.0
703_8_2,3,70308,2,2,32,0,0,1,1,5.0,2.0,2.0,4.0,2.0
704_1_2,5,70401,2,2,62,0,0,1,1,3.0,0.0,2.0,13.0,2.0
704_2_2,3,70402,2,2,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
704_4_1,6,70404,1,1,55,0,0,1,1,9.0,1.0,2.0,13.0,2.0
704_5_4,6,70405,2,4,33,0,2,1,1,3.0,0.0,2.0,13.0,2.0
704_6_2,5,70406,2,2,42,0,0,1,1,3.0,0.0,2.0,13.0,2.0
704_11_2,4,70411,2,2,37,0,0,1,1,9.0,0.0,2.0,13.0,2.0
705_1_1,5,70501,1,1,77,0,0,1,1,2.0,0.0,2.0,13.0,2.0
705_2_2,6,70502,2,2,62,0,0,1,1,2.0,0.0,2.0,14.0,2.0
705_3_2,6,70503,2,2,49,0,0,1,1,2.0,0.0,2.0,2.0,2.0
705_4_2,6,70504,2,2,66,0,0,1,1,3.0,0.0,2.0,13.0,2.0
705_5_1,4,70505,1,1,65,0,0,1,1,2.0,0.0,2.0,3.0,2.0
705_8_1,6,70508,2,1,72,0,0,1,1,2.0,0.0,2.0,12.0,2.0
705_12_1,6,70512,2,1,79,0,0,1,1,1.0,0.0,2.0,13.0,2.0
706_4_2,5,70604,2,2,52,0,0,1,1,3.0,0.0,2.0,2.0,2.0
706_5_1,7,70605,1,1,66,0,0,1,1,9.0,0.0,2.0,13.0,2.0
706_7_1,4,70607,1,1,32,0,0,1,1,9.0,1.0,2.0,13.0,2.0
706_8_2,8,70608,2,2,49,0,0,1,1,9.0,0.0,2.0,13.0,2.0
706_12_3,9,70612,1,4,25,0,2,1,1,9.0,1.0,2.0,13.0,2.0
707_1_2,3,70701,2,2,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
707_2_2,4,70702,2,2,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
707_3_1,6,70703,1,1,50,0,0,1,1,3.0,0.0,2.0,13.0,2.0
707_5_1,7,70705,1,1,34,0,0,1,1,9.0,2.0,2.0,13.0,2.0
707_7_1,2,70707,1,1,56,0,0,1,1,6.0,1.0,2.0,13.0,2.0
707_8_2,8,70708,2,2,51,0,0,1,1,9.0,1.0,2.0,13.0,2.0
707_9_2,8,70709,2,2,49,0,0,1,1,9.0,1.0,2.0,13.0,2.0
708_1_1,1,70801,2,1,23,0,0,1,1,7.0,0.0,1.0,,
708_2_1,3,70802,1,1,28,0,0,1,1,9.0,0.0,2.0,13.0,2.0
708_3_1,3,70803,1,1,29,0,0,1,1,9.0,0.0,2.0,13.0,2.0
708_4_1,2,70804,2,1,29,0,0,1,1,9.0,0.0,2.0,13.0,2.0
708_5_1,2,70805,2,1,28,0,0,1,1,9.0,0.0,2.0,13.0,2.0
708_6_1,3,70806,2,1,28,0,0,1,1,9.0,0.0,2.0,13.0,2.0
708_10_1,5,70810,1,1,33,0,0,1,1,9.0,0.0,2.0,13.0,2.0
708_11_1,5,70811,2,1,30,0,0,1,1,10.0,0.0,2.0,13.0,2.0
709_1_2,6,70901,2,7,75,0,0,2,1,4.0,0.0,2.0,13.0,2.0
709_2_3,8,70902,2,4,31,0,2,1,1,10.0,0.0,2.0,13.0,2.0
709_5_2,7,70905,2,2,50,0,0,1,1,9.0,0.0,2.0,13.0,2.0
709_6_1,5,70906,2,1,73,0,0,2,1,2.0,0.0,2.0,13.0,2.0
709_7_1,5,70907,1,1,86,0,0,2,1,5.0,1.0,2.0,13.0,2.0
709_8_1,6,70908,2,1,64,0,0,1,1,9.0,0.0,2.0,13.0,2.0
709_9_1,5,70909,2,1,67,0,0,1,1,2.0,0.0,2.0,13.0,2.0
709_12_2,8,70912,2,2,43,0,0,1,1,9.0,0.0,2.0,13.0,2.0
710_1_1,8,71001,2,1,34,0,0,1,1,9.0,0.0,2.0,13.0,2.0
710_2_1,6,71002,2,1,40,0,1,1,1,3.0,0.0,2.0,13.0,2.0
710_4_1,8,71004,2,1,50,0,0,1,1,9.0,0.0,2.0,13.0,2.0
710_6_2,7,71006,2,2,62,0,0,1,1,2.0,0.0,2.0,13.0,2.0
710_8_1,8,71008,1,1,62,0,0,1,1,9.0,0.0,2.0,13.0,2.0
710_9_1,5,71009,2,1,23,0,0,1,1,7.0,0.0,2.0,4.0,2.0
710_12_1,6,71012,1,1,25,0,2,1,1,7.0,2.0,2.0,13.0,2.0
711_1_1,6,71101,1,1,45,0,0,1,1,3.0,0.0,2.0,13.0,2.0
711_2_1,5,71102,1,1,61,0,0,1,1,4.0,0.0,2.0,13.0,2.0
711_3_1,5,71103,1,1,72,0,0,1,1,2.0,0.0,2.0,13.0,2.0
711_4_2,6,71104,2,2,41,0,0,1,1,3.0,0.0,2.0,13.0,2.0
711_5_1,6,71105,1,1,45,0,0,1,1,3.0,0.0,2.0,13.0,2.0
711_6_1,5,71106,1,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
711_8_1,6,71108,1,1,62,0,0,1,1,9.0,0.0,2.0,13.0,2.0
712_1_1,6,71201,1,1,36,0,1,1,1,3.0,0.0,2.0,13.0,2.0
712_2_3,5,71202,2,9,36,0,0,1,1,2.0,0.0,2.0,13.0,2.0
712_3_1,6,71203,2,1,60,0,0,1,1,2.0,0.0,2.0,13.0,2.0
712_4_2,6,71204,2,2,35,0,0,1,1,2.0,0.0,2.0,13.0,2.0
712_6_2,7,71206,2,2,37,0,0,1,1,3.0,0.0,2.0,13.0,2.0
712_7_1,7,71207,1,1,43,0,0,1,1,3.0,0.0,2.0,13.0,2.0
712_8_2,7,71208,2,2,30,0,0,1,1,3.0,0.0,2.0,13.0,2.0
713_2_1,5,71302,1,1,46,0,0,1,1,2.0,0.0,2.0,13.0,2.0
713_3_1,7,71303,1,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
713_4_3,7,71304,1,4,31,0,2,1,1,9.0,0.0,2.0,13.0,2.0
713_5_1,6,71305,1,1,62,0,0,1,1,3.0,0.0,2.0,13.0,2.0
713_7_1,5,71307,2,1,47,12,0,1,1,2.0,0.0,2.0,13.0,2.0
713_10_1,6,71310,1,1,34,0,1,1,1,3.0,0.0,2.0,13.0,2.0
713_12_2,4,71312,1,4,44,0,1,1,1,2.0,0.0,2.0,13.0,2.0
714_1_1,2,71401,1,1,35,0,0,1,1,2.0,0.0,2.0,13.0,2.0
714_3_2,4,71403,2,2,41,0,0,1,1,3.0,0.0,2.0,13.0,2.0
714_4_2,4,71404,2,2,62,0,0,1,1,2.0,0.0,2.0,13.0,2.0
714_5_3,5,71405,1,4,40,0,2,1,1,3.0,1.0,2.0,13.0,2.0
714_6_1,4,71406,1,1,49,0,0,1,1,3.0,0.0,2.0,13.0,2.0
714_8_2,4,71408,2,2,46,0,0,1,1,3.0,0.0,2.0,13.0,2.0
714_11_1,2,71411,2,1,59,0,0,1,1,2.0,0.0,2.0,13.0,2.0
714_12_1,5,71412,1,1,51,0,0,1,1,9.0,0.0,2.0,13.0,2.0
715_1_1,5,71501,1,1,46,0,0,1,1,3.0,0.0,2.0,13.0,2.0
715_2_1,5,71502,1,1,40,12,0,1,1,3.0,0.0,2.0,13.0,2.0
715_4_2,6,71504,2,2,45,0,0,1,1,3.0,0.0,2.0,13.0,2.0
715_5_3,7,71505,1,4,43,0,2,1,1,3.0,0.0,2.0,13.0,2.0
715_7_1,5,71507,2,1,72,0,0,2,1,1.0,0.0,2.0,13.0,2.0
715_8_1,5,71508,1,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
715_12_1,6,71512,1,1,49,0,0,1,1,9.0,0.0,2.0,13.0,2.0
716_1_1,6,71601,1,1,55,0,0,1,1,3.0,0.0,2.0,2.0,2.0
716_2_1,7,71602,1,1,75,0,0,1,1,3.0,0.0,2.0,2.0,2.0
716_3_1,5,71603,1,1,50,0,0,1,1,5.0,0.0,2.0,2.0,2.0
716_4_1,8,71604,1,1,49,0,0,1,1,3.0,0.0,2.0,2.0,2.0
716_6_1,6,71606,1,1,42,0,0,1,1,3.0,0.0,2.0,2.0,2.0
716_7_1,8,71607,1,1,49,0,0,1,1,9.0,0.0,2.0,13.0,2.0
716_10_1,7,71610,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
717_5_2,6,71705,2,2,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
717_7_1,5,71707,1,1,71,0,0,1,1,9.0,0.0,2.0,13.0,2.0
717_11_1,4,71711,1,1,47,0,1,1,1,3.0,0.0,2.0,13.0,2.0
718_1_1,5,71801,2,1,45,0,0,1,1,9.0,0.0,2.0,13.0,2.0
718_2_2,5,71802,2,2,36,0,0,1,1,3.0,0.0,2.0,13.0,2.0
718_3_1,5,71803,1,1,56,0,0,1,1,9.0,0.0,2.0,13.0,2.0
718_4_1,2,71804,1,1,41,0,0,1,1,2.0,0.0,2.0,13.0,2.0
718_6_2,5,71806,2,2,37,0,0,1,1,3.0,1.0,2.0,13.0,2.0
718_7_2,5,71807,2,2,55,0,0,1,1,9.0,0.0,2.0,13.0,2.0
718_11_1,3,71811,2,1,54,0,0,1,1,3.0,0.0,2.0,13.0,2.0
719_1_1,8,71901,1,1,54,0,0,1,1,3.0,0.0,2.0,2.0,2.0
719_2_1,9,71902,2,1,64,0,0,1,1,3.0,0.0,2.0,2.0,2.0
719_5_1,8,71905,1,1,31,0,0,1,1,9.0,0.0,2.0,13.0,2.0
719_6_1,7,71906,1,1,54,0,0,1,1,3.0,0.0,2.0,2.0,2.0
719_7_1,7,71907,1,1,62,0,0,1,1,3.0,0.0,2.0,2.0,2.0
719_11_1,6,71911,1,1,72,0,0,1,1,2.0,0.0,2.0,2.0,2.0
719_12_1,8,71912,1,1,60,0,0,1,1,3.0,0.0,2.0,2.0,2.0
720_1_1,9,72001,2,1,64,0,0,1,1,3.0,0.0,2.0,2.0,2.0
720_5_1,7,72005,2,1,51,6,0,1,1,3.0,0.0,2.0,2.0,2.0
720_6_1,7,72006,1,1,63,0,0,1,1,3.0,0.0,2.0,2.0,2.0
720_7_1,8,72007,1,1,56,0,0,1,1,9.0,0.0,2.0,13.0,2.0
720_8_1,6,72008,2,1,71,0,0,1,1,2.0,0.0,2.0,2.0,2.0
720_9_1,8,72009,1,1,70,0,0,1,1,3.0,0.0,2.0,2.0,2.0
720_11_1,7,72011,1,1,47,0,0,1,1,3.0,0.0,2.0,2.0,2.0
721_2_2,5,72102,2,2,37,0,0,1,1,9.0,0.0,2.0,13.0,2.0
721_4_1,6,72104,1,1,59,0,0,1,1,9.0,0.0,2.0,13.0,2.0
721_5_2,8,72105,2,2,39,0,0,1,1,9.0,1.0,2.0,13.0,2.0
721_6_1,9,72106,1,1,61,0,0,1,1,3.0,0.0,2.0,13.0,2.0
721_7_1,2,72107,2,1,75,0,0,1,1,6.0,1.0,2.0,13.0,2.0
721_10_3,9,72110,2,4,25,0,2,1,1,7.0,2.0,1.0,,2.0
722_1_1,4,72201,1,1,65,0,0,1,1,9.0,0.0,2.0,13.0,2.0
722_2_1,4,72202,1,1,59,0,0,1,1,3.0,0.0,2.0,4.0,2.0
722_4_2,6,72204,2,2,32,0,0,1,1,9.0,0.0,2.0,13.0,2.0
722_5_1,5,72205,1,1,45,0,0,1,1,3.0,0.0,2.0,2.0,2.0
722_6_2,6,72206,1,4,36,0,1,1,1,3.0,1.0,2.0,2.0,2.0
722_10_2,7,72210,2,2,56,0,0,1,1,9.0,2.0,2.0,13.0,2.0
723_1_1,4,72301,1,1,78,0,0,1,1,3.0,0.0,2.0,13.0,2.0
723_2_2,6,72302,2,2,58,0,0,1,1,9.0,0.0,2.0,13.0,2.0
723_3_1,5,72303,1,1,68,0,0,1,1,9.0,0.0,2.0,13.0,2.0
723_11_2,5,72311,2,2,45,0,0,1,1,9.0,0.0,2.0,13.0,2.0
723_12_4,6,72312,2,9,51,0,0,1,1,9.0,0.0,2.0,13.0,2.0
724_2_1,7,72402,1,1,45,0,0,1,1,3.0,0.0,2.0,2.0,2.0
724_4_1,2,72404,1,1,52,0,0,1,1,2.0,0.0,2.0,13.0,2.0
724_5_1,8,72405,1,1,43,0,0,1,1,9.0,0.0,2.0,13.0,2.0
724_6_1,7,72406,1,1,55,0,0,1,1,9.0,0.0,2.0,13.0,2.0
724_7_1,6,72407,1,1,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
724_8_1,9,72408,1,1,45,0,0,1,1,9.0,0.0,2.0,13.0,2.0
724_10_1,8,72410,1,1,59,0,0,1,1,9.0,0.0,2.0,2.0,2.0
725_3_1,5,72503,2,1,86,0,0,1,1,9.0,1.0,2.0,13.0,2.0
725_7_1,5,72507,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
725_10_2,5,72510,2,2,57,0,0,1,1,9.0,1.0,2.0,13.0,2.0
725_12_1,1,72512,1,1,89,0,0,2,1,2.0,1.0,2.0,13.0,2.0
726_1_2,6,72601,2,2,34,0,0,1,1,9.0,1.0,2.0,13.0,2.0
726_7_2,7,72607,2,2,52,0,0,1,1,9.0,0.0,2.0,13.0,2.0
726_8_1,4,72608,1,1,57,0,0,1,1,9.0,0.0,2.0,13.0,2.0
726_10_1,8,72610,1,1,37,0,0,1,1,3.0,1.0,2.0,13.0,2.0
726_11_1,5,72611,1,1,30,0,0,1,1,9.0,0.0,2.0,4.0,2.0
727_2_1,3,72702,1,1,79,0,0,1,1,2.0,1.0,2.0,13.0,2.0
727_3_2,5,72703,2,2,60,0,0,1,1,3.0,0.0,2.0,13.0,2.0
727_6_1,7,72706,2,1,54,0,0,1,1,9.0,2.0,2.0,13.0,2.0
727_7_1,8,72707,2,1,36,0,0,1,1,9.0,1.0,2.0,13.0,2.0
727_9_1,7,72709,1,1,64,0,0,1,1,3.0,1.0,2.0,13.0,2.0
727_11_1,5,72711,2,1,50,0,0,1,1,9.0,1.0,2.0,13.0,2.0
728_1_1,6,72801,1,1,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
728_3_1,6,72803,1,1,61,0,0,1,1,2.0,0.0,2.0,4.0,2.0
728_5_1,6,72805,1,1,66,0,0,1,1,3.0,0.0,2.0,13.0,2.0
728_8_1,5,72808,1,1,67,0,0,1,1,1.0,0.0,2.0,14.0,2.0
728_9_1,6,72809,1,1,25,0,0,1,1,3.0,0.0,1.0,,
728_10_1,5,72810,1,1,62,0,0,1,1,6.0,1.0,2.0,13.0,2.0
729_2_2,7,72902,2,2,57,0,0,1,1,9.0,0.0,2.0,13.0,2.0
729_3_2,5,72903,2,2,48,0,0,1,1,2.0,0.0,2.0,12.0,2.0
729_4_2,6,72904,2,2,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
729_5_1,6,72905,1,1,27,0,0,1,1,3.0,0.0,2.0,4.0,2.0
729_6_1,6,72906,1,1,58,0,1,1,1,3.0,0.0,2.0,2.0,2.0
729_7_1,5,72907,2,1,76,0,0,2,1,1.0,0.0,2.0,14.0,2.0
729_8_1,8,72908,1,1,29,0,0,1,1,9.0,0.0,2.0,13.0,2.0
729_9_2,5,72909,2,2,72,0,0,2,1,2.0,0.0,2.0,12.0,2.0
730_1_2,5,73001,2,7,58,0,0,1,1,2.0,1.0,2.0,13.0,2.0
730_3_2,5,73003,2,2,50,0,0,1,1,3.0,0.0,2.0,12.0,2.0
730_4_2,8,73004,2,2,59,0,0,1,1,9.0,0.0,2.0,13.0,2.0
730_5_2,9,73005,2,2,34,0,0,1,1,9.0,0.0,2.0,13.0,2.0
730_6_2,8,73006,2,2,67,0,0,1,1,9.0,0.0,2.0,13.0,2.0
730_11_3,7,73011,1,4,28,0,2,1,1,3.0,0.0,2.0,2.0,2.0
730_12_4,8,73012,2,4,22,12,2,1,1,7.0,2.0,2.0,13.0,2.0
731_6_1,9,73106,1,1,32,0,0,1,1,9.0,2.0,2.0,13.0,2.0
731_7_1,7,73107,1,1,75,0,0,1,1,2.0,0.0,2.0,2.0,2.0
731_9_1,8,73109,2,1,63,0,0,1,1,3.0,0.0,2.0,2.0,2.0
731_10_1,8,73110,1,1,70,0,0,1,1,2.0,0.0,2.0,2.0,2.0
731_11_1,7,73111,1,1,54,0,0,1,1,3.0,0.0,2.0,2.0,2.0
732_2_1,8,73202,1,1,63,0,0,1,1,9.0,0.0,2.0,13.0,2.0
732_3_1,9,73203,1,1,74,0,0,1,1,3.0,0.0,2.0,2.0,2.0
732_4_1,9,73204,1,1,71,0,0,1,1,5.0,0.0,2.0,2.0,2.0
732_5_1,1,73205,1,1,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
732_6_1,8,73206,1,1,63,0,0,1,1,9.0,0.0,2.0,13.0,2.0
732_7_1,7,73207,1,1,59,0,0,1,1,4.0,0.0,2.0,2.0,2.0
733_3_2,1,73303,2,2,63,0,0,1,1,3.0,0.0,2.0,13.0,2.0
733_4_2,1,73304,2,2,46,0,0,1,1,5.0,0.0,2.0,13.0,2.0
733_6_2,1,73306,2,2,51,0,0,1,1,3.0,0.0,2.0,13.0,2.0
733_7_2,4,73307,2,2,52,0,0,1,1,9.0,0.0,2.0,13.0,2.0
733_8_1,2,73308,2,1,26,0,0,1,1,2.0,0.0,2.0,13.0,2.0
733_10_1,1,73310,2,1,44,0,0,1,1,2.0,0.0,2.0,13.0,2.0
734_4_1,8,73404,1,1,66,0,0,1,1,5.0,0.0,2.0,13.0,2.0
734_7_1,9,73407,1,1,44,0,0,1,1,4.0,0.0,2.0,2.0,2.0
734_8_1,8,73408,1,1,59,0,0,1,1,9.0,0.0,2.0,2.0,2.0
734_9_1,7,73409,1,1,67,0,0,1,1,5.0,0.0,2.0,13.0,2.0
734_10_1,7,73410,1,1,77,0,0,3,1,1.0,0.0,2.0,2.0,2.0
734_12_1,7,73412,2,1,62,0,0,1,1,4.0,0.0,2.0,13.0,2.0
735_2_2,6,73502,2,2,65,0,0,1,1,2.0,0.0,2.0,13.0,2.0
735_4_1,4,73504,2,1,51,0,0,1,1,2.0,0.0,2.0,12.0,2.0
735_5_1,4,73505,2,1,25,0,0,1,1,9.0,0.0,2.0,13.0,2.0
735_8_2,6,73508,2,2,43,0,0,1,1,2.0,0.0,2.0,4.0,2.0
736_2_1,5,73602,1,1,76,0,0,1,1,5.0,0.0,2.0,13.0,2.0
736_3_2,9,73603,2,2,55,0,0,1,1,9.0,2.0,2.0,13.0,2.0
736_7_1,8,73607,1,1,44,0,0,1,1,9.0,2.0,2.0,13.0,2.0
736_9_1,4,73609,2,1,49,0,0,1,1,6.0,2.0,2.0,13.0,2.0
736_11_1,5,73611,2,1,54,0,0,1,1,6.0,2.0,2.0,13.0,2.0
736_12_2,4,73612,2,2,59,0,0,1,1,3.0,2.0,2.0,13.0,2.0
737_1_2,4,73701,2,2,35,0,0,1,1,3.0,1.0,2.0,13.0,2.0
737_2_1,4,73702,1,1,73,0,0,1,1,2.0,1.0,2.0,13.0,2.0
737_4_3,1,73704,2,9,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
737_5_1,6,73705,1,1,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
737_6_2,6,73706,2,2,46,0,0,1,1,9.0,1.0,2.0,13.0,2.0
737_8_1,1,73708,1,1,41,0,0,2,2,,,,,
738_2_2,5,73802,2,2,58,0,0,1,1,3.0,0.0,2.0,4.0,2.0
738_5_2,6,73805,2,2,52,0,0,1,1,9.0,0.0,2.0,13.0,2.0
738_6_2,7,73806,2,2,37,0,0,1,1,9.0,0.0,2.0,13.0,2.0
738_7_1,3,73807,1,1,55,0,0,1,1,9.0,0.0,2.0,13.0,2.0
738_8_2,3,73808,2,2,76,0,0,1,1,9.0,0.0,2.0,13.0,2.0
738_11_1,2,73811,1,1,73,0,0,2,1,3.0,0.0,2.0,4.0,2.0
739_1_1,4,73901,1,1,56,0,0,1,1,2.0,0.0,2.0,13.0,2.0
739_2_1,4,73902,1,1,52,0,0,1,1,5.0,0.0,2.0,13.0,2.0
739_3_1,3,73903,1,1,70,0,0,1,1,2.0,0.0,2.0,13.0,2.0
739_5_1,3,73905,1,1,56,0,1,1,1,3.0,0.0,2.0,13.0,2.0
739_7_1,3,73907,1,1,76,0,0,2,1,1.0,0.0,2.0,13.0,2.0
739_8_1,3,73908,1,1,60,0,0,1,1,5.0,0.0,2.0,13.0,2.0
739_9_1,4,73909,1,1,52,0,0,1,1,5.0,0.0,2.0,13.0,2.0
740_2_4,3,74002,2,9,38,0,0,1,1,9.0,1.0,2.0,13.0,2.0
740_3_1,2,74003,2,1,66,0,0,1,1,3.0,0.0,2.0,13.0,2.0
740_4_2,5,74004,2,2,67,0,0,1,1,3.0,0.0,2.0,13.0,2.0
740_5_2,1,74005,1,4,25,0,1,1,1,5.0,1.0,2.0,13.0,2.0
740_8_2,5,74008,2,2,43,0,0,1,1,9.0,1.0,2.0,13.0,2.0
740_10_2,3,74010,2,2,34,0,0,1,1,9.0,1.0,2.0,13.0,2.0
741_3_1,3,74103,1,1,78,0,0,2,1,3.0,0.0,2.0,4.0,2.0
741_4_2,6,74104,2,2,42,0,0,1,1,3.0,0.0,2.0,4.0,2.0
741_5_7,3,74105,2,8,27,0,1,1,1,3.0,0.0,2.0,4.0,2.0
741_6_1,6,74106,1,1,47,0,1,1,1,9.0,0.0,2.0,13.0,2.0
741_7_2,7,74107,2,2,47,0,0,1,1,3.0,0.0,2.0,13.0,2.0
741_8_4,5,74108,2,9,26,0,0,1,1,3.0,0.0,2.0,13.0,2.0
742_1_1,4,74201,1,1,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
742_3_1,4,74203,1,1,57,0,0,1,1,3.0,3.0,2.0,13.0,2.0
742_4_1,4,74204,1,1,33,0,0,1,1,9.0,3.0,2.0,13.0,2.0
742_5_1,4,74205,1,1,63,0,0,1,1,9.0,0.0,2.0,13.0,2.0
742_8_1,4,74208,1,1,47,0,0,1,1,4.0,3.0,2.0,13.0,2.0
742_10_1,3,74210,1,1,50,0,0,1,1,3.0,3.0,2.0,13.0,2.0
742_11_1,4,74211,1,1,66,0,0,2,1,3.0,0.0,2.0,13.0,2.0
743_1_1,3,74301,1,1,74,0,0,1,1,9.0,0.0,2.0,13.0,2.0
743_5_2,5,74305,2,2,36,0,0,1,1,2.0,0.0,2.0,13.0,2.0
743_8_2,1,74308,2,2,32,0,0,1,1,3.0,2.0,2.0,13.0,2.0
743_9_2,2,74309,2,2,42,0,0,1,1,2.0,0.0,2.0,13.0,2.0
743_10_2,1,74310,2,2,38,0,0,1,1,3.0,1.0,2.0,13.0,2.0
743_11_1,3,74311,1,1,67,0,0,1,1,2.0,0.0,2.0,13.0,2.0
743_12_3,2,74312,1,4,20,0,2,1,1,3.0,2.0,1.0,,
744_1_2,2,74401,2,2,50,0,0,1,1,6.0,0.0,2.0,13.0,2.0
744_2_2,5,74402,2,2,43,0,0,1,1,3.0,0.0,2.0,13.0,2.0
744_7_2,5,74407,2,2,27,0,0,1,1,9.0,0.0,2.0,13.0,2.0
744_8_1,5,74408,1,1,50,0,0,1,1,9.0,0.0,2.0,13.0,2.0
744_12_2,4,74412,1,9,47,0,0,1,1,6.0,0.0,2.0,13.0,2.0
745_2_1,3,74502,1,1,40,0,0,2,1,2.0,1.0,2.0,13.0,2.0
